,continent,country,year,life expectancy,population,fertility
0,Africa,Algeria,1950,42.77,8872247.0,7.65
1,Africa,Algeria,1951,43.03,9039913.0,7.65
2,Africa,Algeria,1952,43.5,9216395.0,7.65
3,Africa,Algeria,1953,43.96,9405445.0,7.65
4,Africa,Algeria,1954,44.44,9609507.0,7.65
5,Africa,Algeria,1955,44.93,9829717.0,7.65
6,Africa,Algeria,1956,45.44,10065829.0,7.65
7,Africa,Algeria,1957,45.94,10316288.0,7.65
8,Africa,Algeria,1958,46.45,10578453.0,7.65
9,Africa,Algeria,1959,46.97,10848971.0,7.65
10,Africa,Algeria,1960,47.5,11124892.0,7.65
11,Africa,Algeria,1961,48.02,11404859.0,7.65
12,Africa,Algeria,1962,48.55,11690152.0,7.65
13,Africa,Algeria,1963,49.07,11985130.0,7.65
14,Africa,Algeria,1964,49.58,12295973.0,7.65
15,Africa,Algeria,1965,50.09,12626953.0,7.66
16,Africa,Algeria,1966,50.58,12980269.0,7.66
17,Africa,Algeria,1967,51.05,13354197.0,7.66
18,Africa,Algeria,1968,51.49,13744383.0,7.66
19,Africa,Algeria,1969,51.95,14144437.0,7.65
20,Africa,Algeria,1970,52.41,14550033.0,7.64
21,Africa,Algeria,1971,52.88,14960111.0,7.62
22,Africa,Algeria,1972,53.38,15377095.0,7.59
23,Africa,Algeria,1973,53.91,15804428.0,7.55
24,Africa,Algeria,1974,54.52,16247113.0,7.49
25,Africa,Algeria,1975,55.24,16709098.0,7.42
26,Africa,Algeria,1976,56.11,17190236.0,7.34
27,Africa,Algeria,1977,57.13,17690184.0,7.24
28,Africa,Algeria,1978,58.28,18212331.0,7.14
29,Africa,Algeria,1979,59.56,18760761.0,7.02
30,Africa,Algeria,1980,60.92,19337723.0,6.89
31,Africa,Algeria,1981,62.31,19943667.0,6.74
32,Africa,Algeria,1982,63.69,20575701.0,6.58
33,Africa,Algeria,1983,64.97,21228288.0,6.39
34,Africa,Algeria,1984,66.15,21893857.0,6.19
35,Africa,Algeria,1985,67.18,22565908.0,5.98
36,Africa,Algeria,1986,68.04,23241276.0,5.75
37,Africa,Algeria,1987,68.75,23917889.0,5.51
38,Africa,Algeria,1988,69.33,24591493.0,5.26
39,Africa,Algeria,1989,69.81,25257671.0,5.01
40,Africa,Algeria,1990,70.2,25912364.0,4.76
41,Africa,Algeria,1991,70.5,26554277.0,4.5
42,Africa,Algeria,1992,70.9,27180921.0,4.24
43,Africa,Algeria,1993,71.2,27785977.0,3.97
44,Africa,Algeria,1994,71.4,28362015.0,3.71
45,Africa,Algeria,1995,71.6,28904300.0,3.45
46,Africa,Algeria,1996,72.1,29411839.0,3.21
47,Africa,Algeria,1997,72.4,29887717.0,2.99
48,Africa,Algeria,1998,72.6,30336880.0,2.79
49,Africa,Algeria,1999,73.0,30766551.0,2.63
50,Africa,Algeria,2000,73.3,31183658.0,2.51
51,Africa,Algeria,2001,73.5,31590320.0,2.44
52,Africa,Algeria,2002,73.8,31990387.0,2.41
53,Africa,Algeria,2003,73.9,32394886.0,2.41
54,Africa,Algeria,2004,74.4,32817225.0,2.45
55,Africa,Algeria,2005,74.8,33267887.0,2.51
56,Africa,Algeria,2006,75.0,33749328.0,2.58
57,Africa,Algeria,2007,75.3,34261971.0,2.66
58,Africa,Algeria,2008,75.5,34811059.0,2.73
59,Africa,Algeria,2009,75.7,35401790.0,2.78
60,Africa,Algeria,2010,76.0,36036159.0,2.82
61,Africa,Algeria,2011,76.1,36717132.0,2.83
62,Africa,Algeria,2012,76.2,37439427.0,2.82
63,Africa,Algeria,2013,76.3,38186135.0,2.8
64,Africa,Algeria,2014,76.3,38934334.0,2.76
65,Africa,Algeria,2015,76.4,39666519.0,2.71
66,Africa,Angola,1950,30.7,4354882.0,6.93
67,Africa,Angola,1951,31.05,4439705.0,6.94
68,Africa,Angola,1952,31.59,4529381.0,6.98
69,Africa,Angola,1953,32.14,4621691.0,7.02
70,Africa,Angola,1954,32.69,4714970.0,7.06
71,Africa,Angola,1955,33.24,4808114.0,7.1
72,Africa,Angola,1956,33.78,4900594.0,7.14
73,Africa,Angola,1957,34.33,4992439.0,7.19
74,Africa,Angola,1958,34.88,5084166.0,7.23
75,Africa,Angola,1959,35.43,5176662.0,7.28
76,Africa,Angola,1960,35.98,5270844.0,7.32
77,Africa,Angola,1961,36.53,5367287.0,7.35
78,Africa,Angola,1962,37.08,5465905.0,7.39
79,Africa,Angola,1963,37.63,5565808.0,7.41
80,Africa,Angola,1964,38.18,5665701.0,7.43
81,Africa,Angola,1965,38.74,5765025.0,7.43
82,Africa,Angola,1966,39.28,5863568.0,7.42
83,Africa,Angola,1967,39.84,5962831.0,7.4
84,Africa,Angola,1968,40.39,6066094.0,7.38
85,Africa,Angola,1969,40.95,6177703.0,7.34
86,Africa,Angola,1970,41.5,6300969.0,7.3
87,Africa,Angola,1971,42.06,6437645.0,7.26
88,Africa,Angola,1972,42.62,6587647.0,7.23
89,Africa,Angola,1973,43.17,6750215.0,7.21
90,Africa,Angola,1974,43.71,6923749.0,7.19
91,Africa,Angola,1975,44.22,7107334.0,7.19
92,Africa,Angola,1976,44.68,7299508.0,7.19
93,Africa,Angola,1977,45.12,7501320.0,7.19
94,Africa,Angola,1978,45.5,7717139.0,7.19
95,Africa,Angola,1979,45.84,7952882.0,7.2
96,Africa,Angola,1980,46.14,8211950.0,7.2
97,Africa,Angola,1981,46.42,8497950.0,7.2
98,Africa,Angola,1982,46.69,8807511.0,7.2
99,Africa,Angola,1983,46.96,9128655.0,7.21
100,Africa,Angola,1984,47.23,9444918.0,7.21
101,Africa,Angola,1985,47.5,9745209.0,7.21
102,Africa,Angola,1986,47.75,10023700.0,7.21
103,Africa,Angola,1987,47.99,10285712.0,7.2
104,Africa,Angola,1988,48.2,10544904.0,7.19
105,Africa,Angola,1989,48.4,10820992.0,7.18
106,Africa,Angola,1990,48.6,11127870.0,7.17
107,Africa,Angola,1991,49.3,11472173.0,7.14
108,Africa,Angola,1992,49.6,11848971.0,7.12
109,Africa,Angola,1993,48.4,12246786.0,7.09
110,Africa,Angola,1994,50.0,12648483.0,7.05
111,Africa,Angola,1995,50.9,13042666.0,7.02
112,Africa,Angola,1996,51.3,13424813.0,6.98
113,Africa,Angola,1997,51.7,13801868.0,6.95
114,Africa,Angola,1998,51.8,14187710.0,6.91
115,Africa,Angola,1999,51.8,14601983.0,6.88
116,Africa,Angola,2000,52.3,15058638.0,6.84
117,Africa,Angola,2001,52.5,15562791.0,6.81
118,Africa,Angola,2002,53.3,16109696.0,6.78
119,Africa,Angola,2003,53.9,16691395.0,6.74
120,Africa,Angola,2004,54.5,17295500.0,6.7
121,Africa,Angola,2005,55.2,17912942.0,6.66
122,Africa,Angola,2006,55.7,18541467.0,6.6
123,Africa,Angola,2007,56.2,19183907.0,6.52
124,Africa,Angola,2008,56.7,19842251.0,6.43
125,Africa,Angola,2009,57.1,20520103.0,6.33
126,Africa,Angola,2010,57.6,21219954.0,6.22
127,Africa,Angola,2011,58.1,21942296.0,6.1
128,Africa,Angola,2012,58.5,22685632.0,5.98
129,Africa,Angola,2013,58.8,23448202.0,5.86
130,Africa,Angola,2014,59.2,24227524.0,5.75
131,Africa,Angola,2015,59.6,25021974.0,5.65
132,Africa,Benin,1950,33.22,2255221.0,5.75
133,Africa,Benin,1951,33.53,2258049.0,5.78
134,Africa,Benin,1952,34.09,2264378.0,5.83
135,Africa,Benin,1953,34.64,2274130.0,5.88
136,Africa,Benin,1954,35.19,2287225.0,5.94
137,Africa,Benin,1955,35.72,2303585.0,5.99
138,Africa,Benin,1956,36.25,2323131.0,6.05
139,Africa,Benin,1957,36.77,2345782.0,6.11
140,Africa,Benin,1958,37.28,2371461.0,6.17
141,Africa,Benin,1959,37.79,2400094.0,6.23
142,Africa,Benin,1960,38.29,2431620.0,6.28
143,Africa,Benin,1961,38.8,2466002.0,6.34
144,Africa,Benin,1962,39.32,2503232.0,6.39
145,Africa,Benin,1963,39.85,2543335.0,6.45
146,Africa,Benin,1964,40.38,2586362.0,6.5
147,Africa,Benin,1965,40.93,2632360.0,6.54
148,Africa,Benin,1966,41.5,2681382.0,6.59
149,Africa,Benin,1967,42.09,2733450.0,6.63
150,Africa,Benin,1968,42.69,2788551.0,6.67
151,Africa,Benin,1969,43.31,2846652.0,6.71
152,Africa,Benin,1970,43.93,2907769.0,6.75
153,Africa,Benin,1971,44.55,2971941.0,6.79
154,Africa,Benin,1972,45.16,3039300.0,6.82
155,Africa,Benin,1973,45.77,3110074.0,6.86
156,Africa,Benin,1974,46.36,3184547.0,6.9
157,Africa,Benin,1975,46.93,3262959.0,6.93
158,Africa,Benin,1976,47.46,3345501.0,6.96
159,Africa,Benin,1977,47.96,3432262.0,6.98
160,Africa,Benin,1978,48.43,3523270.0,7.0
161,Africa,Benin,1979,48.88,3618509.0,7.02
162,Africa,Benin,1980,49.34,3718024.0,7.03
163,Africa,Benin,1981,49.84,3822206.0,7.03
164,Africa,Benin,1982,50.38,3931355.0,7.02
165,Africa,Benin,1983,50.97,4045352.0,7.01
166,Africa,Benin,1984,51.62,4163968.0,6.99
167,Africa,Benin,1985,52.33,4287263.0,6.97
168,Africa,Benin,1986,53.09,4414450.0,6.94
169,Africa,Benin,1987,53.89,4546136.0,6.9
170,Africa,Benin,1988,54.67,4685375.0,6.86
171,Africa,Benin,1989,55.42,4836240.0,6.81
172,Africa,Benin,1990,56.1,5001271.0,6.74
173,Africa,Benin,1991,56.3,5182525.0,6.68
174,Africa,Benin,1992,56.6,5378226.0,6.6
175,Africa,Benin,1993,56.9,5582420.0,6.53
176,Africa,Benin,1994,56.8,5786794.0,6.45
177,Africa,Benin,1995,56.7,5985658.0,6.37
178,Africa,Benin,1996,56.6,6176318.0,6.28
179,Africa,Benin,1997,56.9,6361301.0,6.21
180,Africa,Benin,1998,57.0,6546493.0,6.13
181,Africa,Benin,1999,57.1,6740491.0,6.05
182,Africa,Benin,2000,57.2,6949366.0,5.98
183,Africa,Benin,2001,57.4,7174911.0,5.9
184,Africa,Benin,2002,57.7,7414744.0,5.82
185,Africa,Benin,2003,57.9,7665681.0,5.73
186,Africa,Benin,2004,58.2,7922796.0,5.65
187,Africa,Benin,2005,58.6,8182362.0,5.55
188,Africa,Benin,2006,58.9,8443717.0,5.46
189,Africa,Benin,2007,59.2,8707637.0,5.37
190,Africa,Benin,2008,59.7,8973525.0,5.27
191,Africa,Benin,2009,60.4,9240982.0,5.18
192,Africa,Benin,2010,60.8,9509798.0,5.1
193,Africa,Benin,2011,61.1,9779391.0,5.01
194,Africa,Benin,2012,61.4,10049792.0,4.93
195,Africa,Benin,2013,61.7,10322232.0,4.85
196,Africa,Benin,2014,62.0,10598482.0,4.77
197,Africa,Benin,2015,62.3,10879829.0,4.69
198,Africa,Botswana,1950,46.68,412533.0,6.47
199,Africa,Botswana,1951,46.87,425270.0,6.48
200,Africa,Botswana,1952,47.27,437182.0,6.49
201,Africa,Botswana,1953,47.66,448437.0,6.51
202,Africa,Botswana,1954,48.05,459206.0,6.52
203,Africa,Botswana,1955,48.45,469671.0,6.54
204,Africa,Botswana,1956,48.84,480016.0,6.55
205,Africa,Botswana,1957,49.23,490433.0,6.57
206,Africa,Botswana,1958,49.61,501117.0,6.58
207,Africa,Botswana,1959,49.99,512256.0,6.6
208,Africa,Botswana,1960,50.34,524029.0,6.62
209,Africa,Botswana,1961,50.7,536576.0,6.63
210,Africa,Botswana,1962,51.02,549990.0,6.65
211,Africa,Botswana,1963,51.35,564316.0,6.67
212,Africa,Botswana,1964,51.67,579560.0,6.68
213,Africa,Botswana,1965,52.0,595741.0,6.69
214,Africa,Botswana,1966,52.36,612950.0,6.7
215,Africa,Botswana,1967,52.77,631276.0,6.7
216,Africa,Botswana,1968,53.23,650730.0,6.69
217,Africa,Botswana,1969,53.73,671305.0,6.67
218,Africa,Botswana,1970,54.3,693021.0,6.64
219,Africa,Botswana,1971,54.9,715811.0,6.61
220,Africa,Botswana,1972,55.54,739754.0,6.58
221,Africa,Botswana,1973,56.18,765177.0,6.55
222,Africa,Botswana,1974,56.82,792513.0,6.51
223,Africa,Botswana,1975,57.45,822029.0,6.48
224,Africa,Botswana,1976,58.07,853860.0,6.44
225,Africa,Botswana,1977,58.65,887793.0,6.4
226,Africa,Botswana,1978,59.21,923305.0,6.35
227,Africa,Botswana,1979,59.74,959666.0,6.29
228,Africa,Botswana,1980,60.24,996331.0,6.22
229,Africa,Botswana,1981,60.73,1033073.0,6.13
230,Africa,Botswana,1982,61.21,1069962.0,6.01
231,Africa,Botswana,1983,61.67,1107103.0,5.88
232,Africa,Botswana,1984,62.08,1144716.0,5.73
233,Africa,Botswana,1985,62.44,1182942.0,5.57
234,Africa,Botswana,1986,62.7,1221668.0,5.39
235,Africa,Botswana,1987,62.85,1260720.0,5.21
236,Africa,Botswana,1988,62.85,1300097.0,5.04
237,Africa,Botswana,1989,62.69,1339813.0,4.86
238,Africa,Botswana,1990,62.3,1379814.0,4.7
239,Africa,Botswana,1991,62.0,1420098.0,4.54
240,Africa,Botswana,1992,61.2,1460453.0,4.39
241,Africa,Botswana,1993,60.1,1500356.0,4.25
242,Africa,Botswana,1994,58.6,1539135.0,4.12
243,Africa,Botswana,1995,56.8,1576291.0,3.99
244,Africa,Botswana,1996,54.8,1611827.0,3.87
245,Africa,Botswana,1997,52.9,1645846.0,3.75
246,Africa,Botswana,1998,50.9,1678111.0,3.63
247,Africa,Botswana,1999,49.2,1708368.0,3.52
248,Africa,Botswana,2000,47.6,1736579.0,3.41
249,Africa,Botswana,2001,46.5,1762531.0,3.32
250,Africa,Botswana,2002,45.6,1786672.0,3.23
251,Africa,Botswana,2003,45.7,1810438.0,3.15
252,Africa,Botswana,2004,46.9,1835750.0,3.08
253,Africa,Botswana,2005,49.3,1864003.0,3.02
254,Africa,Botswana,2006,51.2,1895671.0,2.96
255,Africa,Botswana,2007,52.4,1930431.0,2.91
256,Africa,Botswana,2008,53.2,1967866.0,2.86
257,Africa,Botswana,2009,54.3,2007212.0,2.81
258,Africa,Botswana,2010,55.6,2047831.0,2.76
259,Africa,Botswana,2011,56.5,2089706.0,2.71
260,Africa,Botswana,2012,56.5,2132822.0,2.67
261,Africa,Botswana,2013,56.9,2176510.0,2.62
262,Africa,Botswana,2014,57.3,2219937.0,2.58
263,Africa,Botswana,2015,58.7,2262485.0,2.54
264,Africa,Burundi,1950,38.07,2308923.0,6.82
265,Africa,Burundi,1951,38.19,2359234.0,6.81
266,Africa,Burundi,1952,38.45,2403777.0,6.8
267,Africa,Burundi,1953,38.72,2445836.0,6.79
268,Africa,Burundi,1954,38.98,2487929.0,6.79
269,Africa,Burundi,1955,39.25,2531800.0,6.8
270,Africa,Burundi,1956,39.51,2578393.0,6.82
271,Africa,Burundi,1957,39.77,2627880.0,6.85
272,Africa,Burundi,1958,40.04,2679765.0,6.88
273,Africa,Burundi,1959,40.3,2733050.0,6.91
274,Africa,Burundi,1960,40.58,2786740.0,6.95
275,Africa,Burundi,1961,40.85,2840375.0,7.0
276,Africa,Burundi,1962,41.13,2894510.0,7.05
277,Africa,Burundi,1963,41.41,2950903.0,7.09
278,Africa,Burundi,1964,41.69,3011957.0,7.14
279,Africa,Burundi,1965,41.95,3079034.0,7.18
280,Africa,Burundi,1966,42.18,3153879.0,7.22
281,Africa,Burundi,1967,42.37,3235125.0,7.25
282,Africa,Burundi,1968,42.52,3317315.0,7.27
283,Africa,Burundi,1969,42.65,3392949.0,7.29
284,Africa,Burundi,1970,42.76,3457113.0,7.31
285,Africa,Burundi,1971,42.91,3507593.0,7.33
286,Africa,Burundi,1972,43.1,3547335.0,7.35
287,Africa,Burundi,1973,43.35,3582952.0,7.37
288,Africa,Burundi,1974,43.66,3623853.0,7.4
289,Africa,Burundi,1975,44.02,3676991.0,7.42
290,Africa,Burundi,1976,44.43,3744696.0,7.44
291,Africa,Burundi,1977,44.84,3825484.0,7.45
292,Africa,Burundi,1978,45.24,3917866.0,7.46
293,Africa,Burundi,1979,45.6,4018927.0,7.46
294,Africa,Burundi,1980,45.93,4126544.0,7.45
295,Africa,Burundi,1981,46.22,4239673.0,7.45
296,Africa,Burundi,1982,46.49,4359122.0,7.45
297,Africa,Burundi,1983,46.75,4486613.0,7.47
298,Africa,Burundi,1984,46.95,4624617.0,7.49
299,Africa,Burundi,1985,47.08,4774258.0,7.52
300,Africa,Burundi,1986,47.05,4936429.0,7.55
301,Africa,Burundi,1987,46.88,5108581.0,7.57
302,Africa,Burundi,1988,46.54,5284173.0,7.57
303,Africa,Burundi,1989,46.1,5454475.0,7.56
304,Africa,Burundi,1990,45.6,5613141.0,7.54
305,Africa,Burundi,1991,45.4,5759429.0,7.51
306,Africa,Burundi,1992,45.3,5895131.0,7.47
307,Africa,Burundi,1993,45.1,6019901.0,7.42
308,Africa,Burundi,1994,45.0,6134041.0,7.37
309,Africa,Burundi,1995,44.5,6239030.0,7.32
310,Africa,Burundi,1996,44.3,6333415.0,7.27
311,Africa,Burundi,1997,45.0,6420397.0,7.22
312,Africa,Burundi,1998,45.5,6511920.0,7.17
313,Africa,Burundi,1999,46.3,6623707.0,7.11
314,Africa,Burundi,2000,46.7,6767073.0,7.06
315,Africa,Burundi,2001,48.4,6946720.0,7.0
316,Africa,Burundi,2002,49.8,7159918.0,6.94
317,Africa,Burundi,2003,51.3,7401215.0,6.87
318,Africa,Burundi,2004,53.0,7661613.0,6.8
319,Africa,Burundi,2005,54.7,7934213.0,6.73
320,Africa,Burundi,2006,56.4,8218070.0,6.65
321,Africa,Burundi,2007,57.9,8514578.0,6.57
322,Africa,Burundi,2008,59.1,8821795.0,6.48
323,Africa,Burundi,2009,60.0,9137786.0,6.39
324,Africa,Burundi,2010,60.4,9461117.0,6.3
325,Africa,Burundi,2011,60.8,9790151.0,6.21
326,Africa,Burundi,2012,61.1,10124572.0,6.12
327,Africa,Burundi,2013,61.3,10465959.0,6.03
328,Africa,Burundi,2014,61.4,10816860.0,5.94
329,Africa,Burundi,2015,61.4,11178921.0,5.85
330,Africa,Cameroon,1950,38.83,4466498.0,5.54
331,Africa,Cameroon,1951,39.08,4544218.0,5.52
332,Africa,Cameroon,1952,39.51,4623471.0,5.49
333,Africa,Cameroon,1953,39.94,4704556.0,5.47
334,Africa,Cameroon,1954,40.41,4787832.0,5.47
335,Africa,Cameroon,1955,40.87,4873726.0,5.47
336,Africa,Cameroon,1956,41.37,4962726.0,5.49
337,Africa,Cameroon,1957,41.88,5055386.0,5.51
338,Africa,Cameroon,1958,42.39,5152307.0,5.55
339,Africa,Cameroon,1959,42.93,5254110.0,5.59
340,Africa,Cameroon,1960,43.46,5361367.0,5.65
341,Africa,Cameroon,1961,44.0,5474509.0,5.71
342,Africa,Cameroon,1962,44.53,5593768.0,5.77
343,Africa,Cameroon,1963,45.07,5719135.0,5.83
344,Africa,Cameroon,1964,45.59,5850454.0,5.89
345,Africa,Cameroon,1965,46.13,5987671.0,5.95
346,Africa,Cameroon,1966,46.67,6130990.0,6.01
347,Africa,Cameroon,1967,47.22,6280743.0,6.06
348,Africa,Cameroon,1968,47.79,6437157.0,6.11
349,Africa,Cameroon,1969,48.37,6600479.0,6.16
350,Africa,Cameroon,1970,48.97,6770967.0,6.21
351,Africa,Cameroon,1971,49.59,6948847.0,6.25
352,Africa,Cameroon,1972,50.22,7134374.0,6.29
353,Africa,Cameroon,1973,50.85,7327874.0,6.32
354,Africa,Cameroon,1974,51.49,7529704.0,6.36
355,Africa,Cameroon,1975,52.13,7740196.0,6.39
356,Africa,Cameroon,1976,52.74,7959500.0,6.43
357,Africa,Cameroon,1977,53.36,8187840.0,6.47
358,Africa,Cameroon,1978,53.95,8425707.0,6.52
359,Africa,Cameroon,1979,54.52,8673666.0,6.56
360,Africa,Cameroon,1980,55.06,8932121.0,6.61
361,Africa,Cameroon,1981,55.56,9201146.0,6.65
362,Africa,Cameroon,1982,56.03,9480638.0,6.68
363,Africa,Cameroon,1983,56.45,9770555.0,6.7
364,Africa,Cameroon,1984,56.83,10070779.0,6.71
365,Africa,Cameroon,1985,57.17,10381098.0,6.7
366,Africa,Cameroon,1986,57.48,10701458.0,6.67
367,Africa,Cameroon,1987,57.75,11031515.0,6.63
368,Africa,Cameroon,1988,58.01,11370394.0,6.57
369,Africa,Cameroon,1989,58.22,11716975.0,6.51
370,Africa,Cameroon,1990,58.4,12070359.0,6.43
371,Africa,Cameroon,1991,58.2,12430311.0,6.35
372,Africa,Cameroon,1992,57.9,12796739.0,6.26
373,Africa,Cameroon,1993,57.4,13169100.0,6.17
374,Africa,Cameroon,1994,57.0,13546823.0,6.08
375,Africa,Cameroon,1995,56.5,13929575.0,5.99
376,Africa,Cameroon,1996,56.2,14317191.0,5.9
377,Africa,Cameroon,1997,55.5,14709961.0,5.82
378,Africa,Cameroon,1998,55.0,15108630.0,5.75
379,Africa,Cameroon,1999,54.7,15514249.0,5.68
380,Africa,Cameroon,2000,54.3,15927713.0,5.62
381,Africa,Cameroon,2001,54.2,16349364.0,5.57
382,Africa,Cameroon,2002,54.2,16779434.0,5.52
383,Africa,Cameroon,2003,54.3,17218591.0,5.46
384,Africa,Cameroon,2004,54.4,17667576.0,5.41
385,Africa,Cameroon,2005,54.9,18126999.0,5.36
386,Africa,Cameroon,2006,55.4,18597109.0,5.3
387,Africa,Cameroon,2007,55.7,19078100.0,5.24
388,Africa,Cameroon,2008,56.6,19570418.0,5.17
389,Africa,Cameroon,2009,57.3,20074522.0,5.09
390,Africa,Cameroon,2010,57.8,20590666.0,5.02
391,Africa,Cameroon,2011,58.1,21119065.0,4.94
392,Africa,Cameroon,2012,58.5,21659488.0,4.86
393,Africa,Cameroon,2013,59.0,22211166.0,4.78
394,Africa,Cameroon,2014,59.1,22773014.0,4.7
395,Africa,Cameroon,2015,59.4,23344179.0,4.63
396,Africa,Cape Verde,1950,48.32,178066.0,6.5
397,Africa,Cape Verde,1951,48.45,186124.0,6.51
398,Africa,Cape Verde,1952,48.63,191521.0,6.55
399,Africa,Cape Verde,1953,48.81,194839.0,6.58
400,Africa,Cape Verde,1954,49.0,196632.0,6.62
401,Africa,Cape Verde,1955,49.19,197422.0,6.66
402,Africa,Cape Verde,1956,49.38,197702.0,6.71
403,Africa,Cape Verde,1957,49.57,197933.0,6.75
404,Africa,Cape Verde,1958,49.76,198541.0,6.8
405,Africa,Cape Verde,1959,49.95,199903.0,6.84
406,Africa,Cape Verde,1960,50.12,202316.0,6.89
407,Africa,Cape Verde,1961,50.27,205958.0,6.92
408,Africa,Cape Verde,1962,50.43,210866.0,6.95
409,Africa,Cape Verde,1963,50.59,216913.0,6.98
410,Africa,Cape Verde,1964,50.77,223854.0,6.99
411,Africa,Cape Verde,1965,51.0,231427.0,6.99
412,Africa,Cape Verde,1966,51.32,239765.0,6.99
413,Africa,Cape Verde,1967,51.75,248733.0,6.98
414,Africa,Cape Verde,1968,52.32,257478.0,6.97
415,Africa,Cape Verde,1969,53.0,264885.0,6.95
416,Africa,Cape Verde,1970,53.78,270197.0,6.94
417,Africa,Cape Verde,1971,54.65,273053.0,6.91
418,Africa,Cape Verde,1972,55.57,273788.0,6.89
419,Africa,Cape Verde,1973,56.5,273211.0,6.86
420,Africa,Cape Verde,1974,57.41,272509.0,6.82
421,Africa,Cape Verde,1975,58.3,272575.0,6.77
422,Africa,Cape Verde,1976,59.16,273625.0,6.71
423,Africa,Cape Verde,1977,60.0,275479.0,6.65
424,Africa,Cape Verde,1978,60.82,278152.0,6.56
425,Africa,Cape Verde,1979,61.62,281555.0,6.47
426,Africa,Cape Verde,1980,62.41,285599.0,6.38
427,Africa,Cape Verde,1981,63.19,290428.0,6.27
428,Africa,Cape Verde,1982,63.95,296071.0,6.17
429,Africa,Cape Verde,1983,64.69,302174.0,6.08
430,Africa,Cape Verde,1984,65.43,308251.0,5.98
431,Africa,Cape Verde,1985,66.12,313976.0,5.88
432,Africa,Cape Verde,1986,66.75,319161.0,5.78
433,Africa,Cape Verde,1987,67.33,323972.0,5.68
434,Africa,Cape Verde,1988,67.85,328861.0,5.57
435,Africa,Cape Verde,1989,68.3,334473.0,5.44
436,Africa,Cape Verde,1990,68.7,341256.0,5.31
437,Africa,Cape Verde,1991,68.6,349326.0,5.16
438,Africa,Cape Verde,1992,68.6,358473.0,5.02
439,Africa,Cape Verde,1993,68.4,368423.0,4.86
440,Africa,Cape Verde,1994,68.3,378763.0,4.71
441,Africa,Cape Verde,1995,68.3,389156.0,4.55
442,Africa,Cape Verde,1996,68.2,399508.0,4.39
443,Africa,Cape Verde,1997,68.2,409805.0,4.22
444,Africa,Cape Verde,1998,68.2,419884.0,4.05
445,Africa,Cape Verde,1999,68.2,429576.0,3.88
446,Africa,Cape Verde,2000,68.4,438737.0,3.7
447,Africa,Cape Verde,2001,68.6,447357.0,3.53
448,Africa,Cape Verde,2002,68.7,455396.0,3.36
449,Africa,Cape Verde,2003,68.9,462675.0,3.19
450,Africa,Cape Verde,2004,69.1,468985.0,3.04
451,Africa,Cape Verde,2005,69.3,474224.0,2.9
452,Africa,Cape Verde,2006,69.6,478265.0,2.77
453,Africa,Cape Verde,2007,69.6,481278.0,2.66
454,Africa,Cape Verde,2008,70.4,483824.0,2.57
455,Africa,Cape Verde,2009,70.7,486673.0,2.49
456,Africa,Cape Verde,2010,71.1,490379.0,2.43
457,Africa,Cape Verde,2011,71.4,495159.0,2.38
458,Africa,Cape Verde,2012,71.9,500870.0,2.33
459,Africa,Cape Verde,2013,72.3,507258.0,2.29
460,Africa,Cape Verde,2014,72.7,513906.0,2.26
461,Africa,Cape Verde,2015,72.9,520502.0,2.22
462,Africa,Central African Republic,1950,33.08,1326653.0,5.4
463,Africa,Central African Republic,1951,33.34,1339842.0,5.43
464,Africa,Central African Republic,1952,33.79,1353470.0,5.49
465,Africa,Central African Republic,1953,34.26,1367805.0,5.55
466,Africa,Central African Republic,1954,34.72,1383078.0,5.6
467,Africa,Central African Republic,1955,35.18,1399493.0,5.65
468,Africa,Central African Republic,1956,35.62,1417218.0,5.69
469,Africa,Central African Republic,1957,36.07,1436392.0,5.73
470,Africa,Central African Republic,1958,36.53,1457118.0,5.77
471,Africa,Central African Republic,1959,36.97,1479472.0,5.81
472,Africa,Central African Republic,1960,37.43,1503501.0,5.84
473,Africa,Central African Republic,1961,37.89,1529229.0,5.87
474,Africa,Central African Republic,1962,38.36,1556656.0,5.89
475,Africa,Central African Republic,1963,38.85,1585765.0,5.91
476,Africa,Central African Republic,1964,39.36,1616515.0,5.93
477,Africa,Central African Republic,1965,39.92,1648830.0,5.94
478,Africa,Central African Republic,1966,40.5,1682874.0,5.95
479,Africa,Central African Republic,1967,41.15,1718558.0,5.95
480,Africa,Central African Republic,1968,41.84,1755260.0,5.95
481,Africa,Central African Republic,1969,42.57,1792150.0,5.95
482,Africa,Central African Republic,1970,43.36,1828710.0,5.95
483,Africa,Central African Republic,1971,44.19,1864757.0,5.95
484,Africa,Central African Republic,1972,45.04,1900702.0,5.95
485,Africa,Central African Republic,1973,45.91,1937383.0,5.95
486,Africa,Central African Republic,1974,46.77,1975968.0,5.95
487,Africa,Central African Republic,1975,47.6,2017379.0,5.95
488,Africa,Central African Republic,1976,48.36,2061552.0,5.95
489,Africa,Central African Republic,1977,49.07,2108417.0,5.95
490,Africa,Central African Republic,1978,49.7,2158844.0,5.95
491,Africa,Central African Republic,1979,50.21,2213888.0,5.95
492,Africa,Central African Republic,1980,50.61,2274095.0,5.95
493,Africa,Central African Republic,1981,50.86,2340259.0,5.96
494,Africa,Central African Republic,1982,50.96,2411693.0,5.96
495,Africa,Central African Republic,1983,50.95,2485666.0,5.96
496,Africa,Central African Republic,1984,50.81,2558432.0,5.95
